KEGG I.D.~KO
PSPTO_0089~K02902 large subunit ribosomal protein L28 | (RefSeq) rpmB; 50S ribosomal protein L28 
PSPTO_0090~K02913 large subunit ribosomal protein L33 | (RefSeq) rpmG; 50S ribosomal protein L33 
PSPTO_0091~K06995 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_0092~K12254 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1. 
PSPTO_0093~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0094~no KO assigned | (RefSeq) membrane protein 
PSPTO_0095~K06132 cardiolipin synthase C [EC:2.7.8.-] | (RefSeq) phospholipase D 
PSPTO_0096~no KO assigned | (RefSeq) GntR family transcriptional regulator/aminotransferase, class I 
PSPTO_0097~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0098~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0099~K06940 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_0100~K03719 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein | (RefSeq) l 
PSPTO_0101~K00285 D-amino-acid dehydrogenase [EC:1.4.5.1] | (RefSeq) dadA; D-amino acid dehydrogenase small sub 
PSPTO_0102~no KO assigned | (RefSeq) endoribonuclease L-PSP family protein 
PSPTO_0103~K01775 alanine racemase [EC:5.1.1.1] | (RefSeq) dadX; alanine racemase 
PSPTO_0104~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0105~no KO assigned | (RefSeq) DNA-binding protein 
PSPTO_0106~no KO assigned | (RefSeq) cycB; cytochrome c5 
PSPTO_0107~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0108~K07090 uncharacterized protein | (RefSeq) membrane protein 
PSPTO_0109~K17218 sulfide:quinone oxidoreductase [EC:1.8.5.4] | (RefSeq) hypothetical protein 
PSPTO_0110~no KO assigned | (RefSeq) metallo-beta-lactamase superfamily protein 
PSPTO_0111~no KO assigned | (RefSeq) sigma-54 dependent transcriptional regulator 
PSPTO_0112~K03816 xanthine phosphoribosyltransferase [EC:2.4.2.22] | (RefSeq) xpt; xanthine phosphoribosyltrans 
PSPTO_0113~K03656 ATP-dependent DNA helicase Rep [EC:3.6.4.12] | (RefSeq) rep; ATP-dependent DNA helicase Rep 
PSPTO_0114~no KO assigned | (RefSeq) GGDEF domain/EAL domain protein 
PSPTO_0115~K03327 multidrug resistance protein, MATE family | (RefSeq) multidrug efflux protein NorA 
PSPTO_0116~no KO assigned | (RefSeq) LysR family transcriptional regulator 
PSPTO_0117~K03406 methyl-accepting chemotaxis protein | (RefSeq) methyl-accepting chemotaxis protein 
PSPTO_0118~K03324 phosphate:Na+ symporter | (RefSeq) Na/Pi cotransporter family protein 
PSPTO_0119~no KO assigned | (RefSeq) peptidase, M16 family 
PSPTO_0120~no KO assigned | (RefSeq) membrane protein 
PSPTO_0121~no KO assigned | (RefSeq) membrane protein 
PSPTO_0123~K07483 transposase | (RefSeq) ISPsy8, transposase OrfA 
PSPTO_0124~no KO assigned | (RefSeq) ISPsy8, transposase OrfB 
PSPTO_0125~K01755 argininosuccinate lyase [EC:4.3.2.1] | (RefSeq) argH; argininosuccinate lyase 
PSPTO_0126~K08082 two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3] | (RefSeq) alg 
PSPTO_0127~K08083 two-component system, LytTR family, response regulator AlgR | (RefSeq) algR; alginate biosynt 
PSPTO_0128~K01749 hydroxymethylbilane synthase [EC:2.5.1.61] | (RefSeq) hemC; porphobilinogen deaminase 
PSPTO_0129~K01719 uroporphyrinogen-III synthase [EC:4.2.1.75] | (RefSeq) hemD; uroporphyrinogen-III synthase 
PSPTO_0130~K02496 uroporphyrin-III C-methyltransferase [EC:2.1.1.107] | (RefSeq) uroporphyrin-III C-methyltrans 
PSPTO_0131~K02498 HemY protein | (RefSeq) hemY protein 
PSPTO_0132~K03611 disulfide bond formation protein DsbB | (RefSeq) DsbB family protein 
PSPTO_0133~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0134~K07740 regulator of sigma D | (RefSeq) algQ; transcriptional regulator AlgQ 
PSPTO_0135~K01802 peptidylprolyl isomerase [EC:5.2.1.8] | (RefSeq) FKBP-type peptidyl-prolyl cis-trans isomeras 
PSPTO_0136~no KO assigned | (RefSeq) alginate regulatory protein AlgR3 
PSPTO_0137~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0138~K06158 ATP-binding cassette, subfamily F, member 3 | (RefSeq) ABC transporter ATP-binding protein 
PSPTO_0139~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0140~K05834 homoserine/homoserine lactone efflux protein | (RefSeq) homoserine/homoserine lactone efflux  
PSPTO_0141~K07243 high-affinity iron transporter | (RefSeq) lead uptake protein 
PSPTO_0142~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0143~K07070 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_0144~K01414 oligopeptidase A [EC:3.4.24.70] | (RefSeq) prlC; oligopeptidase A 
PSPTO_0145~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0146~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0147~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0148~no KO assigned | (RefSeq) oligopeptide transporter 
PSPTO_0149~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0150~no KO assigned | (RefSeq) lipoprotein 
PSPTO_0151~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0152~K04063 osmotically inducible protein OsmC | (RefSeq) osmC; osmotically inducible protein 
PSPTO_0153~no KO assigned | (RefSeq) luciferase family protein 
PSPTO_0154~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0155~K09165 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_0156~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0157~no KO assigned | (RefSeq) trpI; trpBA operon transcriptional activator 
PSPTO_0158~K01696 tryptophan synthase beta chain [EC:4.2.1.20] | (RefSeq) trpB; tryptophan synthase subunit bet 
PSPTO_0159~K01695 tryptophan synthase alpha chain [EC:4.2.1.20] | (RefSeq) trpA; tryptophan synthase subunit al 
PSPTO_0161~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0162~no KO assigned | (RefSeq) 3-oxoadipate enol-lactone hydrolase family protein 
PSPTO_0163~K10253 DOPA 4,5-dioxygenase [EC:1.14.99.-] | (RefSeq) hypothetical protein 
PSPTO_0164~no KO assigned | (RefSeq) LysR family transcriptional regulator 
PSPTO_0165~K01133 choline-sulfatase [EC:3.1.6.6] | (RefSeq) sulfatase family protein 
PSPTO_0166~K02002 glycine betaine/proline transport system substrate-binding protein | (RefSeq) glycine/betaine 
PSPTO_0167~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0168~K03321 sulfate permease, SulP family | (RefSeq) sulfate transporter family protein 
PSPTO_0169~K00014 shikimate dehydrogenase [EC:1.1.1.25] | (RefSeq) aroE; shikimate 5-dehydrogenase 
PSPTO_0170~K00228 coproporphyrinogen III oxidase [EC:1.3.3.3] | (RefSeq) hemF; coproporphyrinogen III oxidase 
PSPTO_0171~K07481 transposase, IS5 family | (RefSeq) ISPssy, transposase 
PSPTO_0172~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0173~K00344 NADPH2:quinone reductase [EC:1.6.5.5] | (RefSeq) qor; quinone oxidoreductase 
PSPTO_0174~K07566 L-threonylcarbamoyladenylate synthase [EC:2.7.7.87] | (RefSeq) SUA5/yciO/yrdC family domain p 
PSPTO_0175~K04096 DNA processing protein | (RefSeq) DNA processing protein DprA 
PSPTO_0176~no KO assigned | (RefSeq) LysM domain-containing protein 
PSPTO_0177~K01462 peptide deformylase [EC:3.5.1.88] | (RefSeq) def-1; polypeptide deformylase 
PSPTO_0178~K00604 methionyl-tRNA formyltransferase [EC:2.1.2.9] | (RefSeq) fmt; methionyl-tRNA formyltransferas 
PSPTO_0179~K03500 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176] | (RefSeq) sun; sun protein 
PSPTO_0180~K03499 trk system potassium uptake protein | (RefSeq) trkA; Trk system potassium uptake protein TrkA 
PSPTO_0181~no KO assigned | (RefSeq) molybdopterin oxidoreductase subunit alpha 
PSPTO_0182~K02517 Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241] | (RefSeq) lipid A biosynthesis lauroyl acyl 
PSPTO_0183~K01246 DNA-3-methyladenine glycosylase I [EC:3.2.2.20] | (RefSeq) tag; DNA-3-methyladenine glycosida 
PSPTO_0184~K01878 glycyl-tRNA synthetase alpha chain [EC:6.1.1.14] | (RefSeq) glyQ; glycyl-tRNA synthetase subu 
PSPTO_0185~K01879 glycyl-tRNA synthetase beta chain [EC:6.1.1.14] | (RefSeq) glyS; glycyl-tRNA synthetase subun 
PSPTO_0186~K03273 D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83] | (RefSeq) D,D- 
PSPTO_0187~K00655 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] | (RefSeq) hdtS protein 
PSPTO_0188~no KO assigned | (RefSeq) This region contains an authentic point mutation, causing a premature stop 
PSPTO_0189~K01502 aliphatic nitrilase [EC:3.5.5.7] | (RefSeq) nitrilase 
PSPTO_0190~no KO assigned | (RefSeq) This region contains a match to at least one other gene that is not full l 
PSPTO_0191~no KO assigned | (RefSeq) This region contains a match to at least one other gene that is not full l 
PSPTO_0192~no KO assigned | (RefSeq) recombinase 
PSPTO_0193~no KO assigned | (RefSeq) ISPsy4, transposition helper protein 
PSPTO_0194~no KO assigned | (RefSeq) ISPsy4, transposase 
PSPTO_0196~no KO assigned | (RefSeq) ISPsy5, transposase 
PSPTO_0197~no KO assigned | (RefSeq) ISPsy5, Orf1 
PSPTO_0200~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0201~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0202~no KO assigned | (RefSeq) membrane protein 
PSPTO_0203~no KO assigned | (RefSeq) cysteine synthase 
PSPTO_0205~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0206~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0207~no KO assigned | (RefSeq) This region contains an authentic frame shift and is not the result of a s 
PSPTO_0208~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0209~K01586 diaminopimelate decarboxylase [EC:4.1.1.20] | (RefSeq) lsyA-1; diaminopimelate decarboxylase 
PSPTO_0210~no KO assigned | (RefSeq) membrane protein 
PSPTO_0211~K03897 lysine N6-hydroxylase [EC:1.14.13.59] | (RefSeq) iucD; L-lysine 6-monooxygenase 
PSPTO_0212~no KO assigned | (RefSeq) lysR; DNA-binding transcriptional regulator LysR 
PSPTO_0213~K07334 toxin HigB-1 | (RefSeq) proteic killer protein 
PSPTO_0214~K21498 antitoxin HigA-1 | (RefSeq) virulence-associated protein 
PSPTO_0215~K09806 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_0216~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0217~K04752 nitrogen regulatory protein P-II 2 | (RefSeq) glnK; nitrogen regulatory protein P-II 
PSPTO_0218~K03320 ammonium transporter, Amt family | (RefSeq) amt-1; ammonium transporter 
PSPTO_0219~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0220~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0221~K20862 FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.10 
PSPTO_0222~K03733 integrase/recombinase XerC | (RefSeq) xerC; integrase/recombinase XerC 
PSPTO_0223~K09921 uncharacterized protein | (RefSeq) hypothetical protein 
PSPTO_0224~K01778 diaminopimelate epimerase [EC:5.1.1.7] | (RefSeq) dapF; diaminopimelate epimerase 
PSPTO_0225~K01586 diaminopimelate decarboxylase [EC:4.1.1.20] | (RefSeq) lsyA-2; diaminopimelate decarboxylase 
PSPTO_0226~no KO assigned | (RefSeq) lppL; lipoprotein LppL 
PSPTO_0227~K06202 CyaY protein | (RefSeq) cyaY; cyaY protein 
PSPTO_0228~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0229~K06140 regulator of nucleoside diphosphate kinase | (RefSeq) rnk; regulator of nucleoside diphosphat 
PSPTO_0230~K05851 adenylate cyclase, class 1 [EC:4.6.1.1] | (RefSeq) cyaA; adenylate cyclase 
PSPTO_0231~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0232~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0233~K11102 proton glutamate symport protein | (RefSeq) gltP; proton/glutamate symporter 
PSPTO_0234~K05844 ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-] | (RefSeq) rimK; ribosomal protein S6 m 
PSPTO_0235~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0236~no KO assigned | (RefSeq) EAL domain-containing protein 
PSPTO_0237~K04762 ribosome-associated heat shock protein Hsp15 | (RefSeq) hslR; heat shock protein 15 
PSPTO_0238~K04083 molecular chaperone Hsp33 | (RefSeq) hslO; chaperonin, 33 kDa 
PSPTO_0239~K01610 phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] | (RefSeq) pckA; phosphoenolpyruvate ca 
PSPTO_0240~no KO assigned | (RefSeq) prevent-host-death family protein 
PSPTO_0241~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0242~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0243~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0244~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0245~no KO assigned | (RefSeq) GNAT family acetyltransferase 
PSPTO_0246~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0247~K01560 2-haloacid dehalogenase [EC:3.8.1.2] | (RefSeq) dehII; haloacid dehalogenase 
PSPTO_0248~no KO assigned | (RefSeq) oxidoreductase, FAD-binding protein 
PSPTO_0249~K02035 peptide/nickel transport system substrate-binding protein | (RefSeq) peptide ABC transporter  
PSPTO_0250~K02033 peptide/nickel transport system permease protein | (RefSeq) peptide ABC transporter permease 
PSPTO_0251~K02034 peptide/nickel transport system permease protein | (RefSeq) peptide ABC transporter permease 
PSPTO_0252~K02031 peptide/nickel transport system ATP-binding protein K02032 peptide/nickel transport system AT 
PSPTO_0253~no KO assigned | (RefSeq) hypothetical protein 
PSPTO_0254~no KO assigned | (RefSeq) pyridine nucleotide-disulfide oxidoreductase family protein 
PSPTO_0255~no KO assigned | (RefSeq) oxidoreductase, FAD-binding protein 
